U,delta,r
3.679299354553223,0.3680461347103119,-2.1448163067816495e-07
3.679299354553223,0.3680461347103119,-2.1448163067816495e-07
3.679299354553223,0.3680461347103119,-2.1448163067816495e-07
3.679299354553223,0.4218839406967163,-2.458560288687295e-07
3.679299354553223,0.4218839406967163,-2.458560288687295e-07
3.679299354553223,0.4218839406967163,-2.458560288687295e-07
3.679299354553223,0.3847898840904236,-2.242392014295547e-07
3.679299354553223,0.3847898840904236,-2.242392014295547e-07
3.679299354553223,0.3847898840904236,-2.242392014295547e-07
3.679299354553223,0.3847898840904236,-2.242392014295547e-07
3.679299354553223,0.2557608783245086,-1.4904657064107596e-07
3.679299354553223,0.2557608783245086,-1.4904657064107596e-07
3.679299354553223,0.2557608783245086,-1.4904657064107596e-07
3.679299354553223,0.2557608783245086,-1.4904657064107596e-07
3.679299354553223,0.1449214220046997,-8.445404375834188e-08
3.679299354553223,0.1449214220046997,-8.445404375834188e-08
3.679299354553223,0.1449214220046997,-8.445404375834188e-08
3.679299354553223,0.1449214220046997,-8.445404375834188e-08
3.679299354553223,0.0984040275216102,-5.734568375714844e-08
3.679299354553223,0.0984040275216102,-5.734568375714844e-08
3.679299354553223,0.0984040275216102,-5.734568375714844e-08
3.679299354553223,-0.0091752279549837,5.3469331184885505e-09
3.679299354553223,-0.0091752279549837,5.3469331184885505e-09
3.679299354553223,-0.0091752279549837,5.3469331184885505e-09
3.679299354553223,0.0870319977402687,-5.0718551136696994e-08
3.679299354553223,0.0870319977402687,-5.0718551136696994e-08
3.679299354553223,0.0870319977402687,-5.0718551136696994e-08
3.679299354553223,-0.0142934741452336,8.329629430647856e-09
3.679299354553223,-0.0142934741452336,8.329629430647856e-09
3.679299354553223,-0.0142934741452336,8.329629430647856e-09
3.679299354553223,-0.0181417018175125,1.0572212438830776e-08
3.679299354553223,-0.0181417018175125,1.0572212438830776e-08
3.679299354553223,-0.0181417018175125,1.0572212438830776e-08
3.679299354553223,-0.0181417018175125,1.0572212438830776e-08
3.679299354553223,-0.0265093818306922,1.5448540224838325e-08
3.679299354553223,-0.0265093818306922,1.5448540224838325e-08
3.679299354553223,-0.0265093818306922,1.5448540224838325e-08
3.679299354553223,0.0363501124083995,-2.1183300447091824e-08
3.679299354553223,0.0363501124083995,-2.1183300447091824e-08
3.679299354553223,0.0363501124083995,-2.1183300447091824e-08
3.679299354553223,0.0363501124083995,-2.1183300447091824e-08
3.679299354553223,0.0714302062988281,-4.162648892247489e-08
3.679299354553223,0.0714302062988281,-4.162648892247489e-08
3.679299354553223,0.0714302062988281,-4.162648892247489e-08
3.679299354553223,0.0714302062988281,-4.162648892247489e-08
3.679299354553223,0.2241485863924026,-1.306242580767503e-07
3.679299354553223,0.2241485863924026,-1.306242580767503e-07
3.679299354553223,0.2241485863924026,-1.306242580767503e-07
3.679299354553223,0.2241485863924026,-1.306242580767503e-07
3.679299354553223,0.1223547682166099,-7.130316248549208e-08
3.679299354553223,0.1223547682166099,-7.130316248549208e-08
3.679299354553223,0.1223547682166099,-7.130316248549208e-08
3.679299354553223,0.2501207590103149,-1.457597420539969e-07
3.679299354553223,0.2501207590103149,-1.457597420539969e-07
3.679299354553223,0.2501207590103149,-1.457597420539969e-07
3.679299354553223,0.2335298806428909,-1.360912875725262e-07
3.679299354553223,0.2335298806428909,-1.360912875725262e-07
3.679299354553223,0.2335298806428909,-1.360912875725262e-07
3.679299354553223,0.2735221087932586,-1.5939706088374805e-07
3.679299354553223,0.2735221087932586,-1.5939706088374805e-07
3.679299354553223,0.2735221087932586,-1.5939706088374805e-07
3.679299354553223,0.1828197389841079,-1.0653957360773349e-07
3.679299354553223,0.1828197389841079,-1.0653957360773349e-07
3.679299354553223,0.1828197389841079,-1.0653957360773349e-07
3.679299354553223,0.1828197389841079,-1.0653957360773349e-07
3.679299354553223,0.2718763351440429,-1.584379702990191e-07
3.679299354553223,0.2718763351440429,-1.584379702990191e-07
3.679299354553223,0.2718763351440429,-1.584379702990191e-07
3.679299354553223,0.2718763351440429,-1.584379702990191e-07
3.679299354553223,0.2259442657232284,-1.316707169962683e-07
3.679299354553223,0.2259442657232284,-1.316707169962683e-07
3.679299354553223,0.2259442657232284,-1.316707169962683e-07
3.679299354553223,0.0709784030914306,-4.1363197311738986e-08
3.679299354553223,0.0709784030914306,-4.1363197311738986e-08
3.679299354553223,0.0709784030914306,-4.1363197311738986e-08
3.679299354553223,-0.0055414400994777,3.2293159257790194e-09
3.679299354553223,-0.0055414400994777,3.2293159257790194e-09
3.679299354553223,-0.0055414400994777,3.2293159257790194e-09
3.679299354553223,-0.0055414400994777,3.2293159257790194e-09
3.679299354553223,-0.0527364201843738,3.073254362107036e-08
3.679299354553223,-0.0527364201843738,3.073254362107036e-08
3.679299354553223,-0.0527364201843738,3.073254362107036e-08
3.679299354553223,0.0881638079881668,-5.1378119536593665e-08
3.679299354553223,0.0881638079881668,-5.1378119536593665e-08
3.679299354553223,0.0881638079881668,-5.1378119536593665e-08
3.679299354553223,0.0881638079881668,-5.1378119536593665e-08
3.679299354553223,0.022787457332015,-1.3279561450474377e-08
3.679299354553223,0.022787457332015,-1.3279561450474377e-08
3.679299354553223,0.022787457332015,-1.3279561450474377e-08
3.679299354553223,0.022787457332015,-1.3279561450474377e-08
3.679299354553223,-0.1495001465082168,8.712233068308707e-08
3.679299354553223,-0.1495001465082168,8.712233068308707e-08
3.679299354553223,-0.1495001465082168,8.712233068308707e-08
3.679299354553223,-0.1495001465082168,8.712233068308707e-08
3.679299354553223,-0.2697739601135254,1.5721279567060265e-07
3.679299354553223,-0.2697739601135254,1.5721279567060265e-07
3.679299354553223,-0.2697739601135254,1.5721279567060265e-07
3.679299354553223,-0.2697739601135254,1.5721279567060265e-07
3.679299354553223,-0.2068710923194885,1.2055568276991838e-07
3.679299354553223,-0.2068710923194885,1.2055568276991838e-07
3.679299354553223,-0.2068710923194885,1.2055568276991838e-07
3.679299354553223,-0.2132354974746704,1.2426458795289366e-07
3.679299354553223,-0.2132354974746704,1.2426458795289366e-07
3.679299354553223,-0.2132354974746704,1.2426458795289366e-07
3.679299354553223,-0.1094357669353485,6.377451455819029e-08
3.679299354553223,-0.1094357669353485,6.377451455819029e-08
3.679299354553223,-0.1094357669353485,6.377451455819029e-08
3.679299354553223,-0.1819829046726226,1.0605189970647189e-07
3.679299354553223,-0.1819829046726226,1.0605189970647189e-07
3.679299354553223,-0.1819829046726226,1.0605189970647189e-07
3.679299354553223,-0.1819829046726226,1.0605189970647189e-07
3.679299354553223,-0.2999657094478607,1.7480725489349425e-07
3.679299354553223,-0.2999657094478607,1.7480725489349425e-07
3.679299354553223,-0.2999657094478607,1.7480725489349425e-07
3.679299354553223,-0.2999657094478607,1.7480725489349425e-07
3.679299354553223,-0.4300533831119537,2.506168357285788e-07
3.679299354553223,-0.4300533831119537,2.506168357285788e-07
3.679299354553223,-0.4300533831119537,2.506168357285788e-07
3.679299354553223,-0.4300533831119537,2.506168357285788e-07
3.679299354553223,-0.3450091183185577,2.0105665043956838e-07
3.679299354553223,-0.3450091183185577,2.0105665043956838e-07
3.679299354553223,-0.3450091183185577,2.0105665043956838e-07
3.679299354553223,-0.2129099667072296,1.240748730424457e-07
3.679299354553223,-0.2129099667072296,1.240748730424457e-07
3.679299354553223,-0.2129099667072296,1.240748730424457e-07
3.679299354553223,-0.0832035019993782,4.8487464709978674e-08
3.679299354553223,-0.0832035019993782,4.8487464709978674e-08
3.679299354553223,-0.0832035019993782,4.8487464709978674e-08
3.679299354553223,-0.0233680848032236,1.3617926342135434e-08
3.679299354553223,-0.0233680848032236,1.3617926342135434e-08
3.679299354553223,-0.0233680848032236,1.3617926342135434e-08
3.679299354553223,-0.1844861358404159,1.0751067947012417e-07
3.679299354553223,-0.1844861358404159,1.0751067947012417e-07
3.679299354553223,-0.1844861358404159,1.0751067947012417e-07
3.679299354553223,-0.2400441467761993,1.3988753266858114e-07
3.679299354553223,-0.2400441467761993,1.3988753266858114e-07
3.679299354553223,-0.2400441467761993,1.3988753266858114e-07
3.679299354553223,-0.2400441467761993,1.3988753266858114e-07
3.679299354553223,-0.1039487645030021,6.057692303329533e-08
3.679299354553223,-0.1039487645030021,6.057692303329533e-08
3.679299354553223,-0.1039487645030021,6.057692303329533e-08
3.679299354553223,-0.0765503495931625,4.4610288796320674e-08
3.679299354553223,-0.0765503495931625,4.4610288796320674e-08
3.679299354553223,-0.0765503495931625,4.4610288796320674e-08
3.679299354553223,-0.0765503495931625,4.4610288796320674e-08
3.679299354553223,-0.1703733950853347,9.928636757194909e-08
3.679299354553223,-0.1703733950853347,9.928636757194909e-08
3.679299354553223,-0.1703733950853347,9.928636757194909e-08
3.679299354553223,-0.1703733950853347,9.928636757194909e-08
3.679299354553223,-0.1419383734464645,8.271565121731329e-08
3.679299354553223,-0.1419383734464645,8.271565121731329e-08
3.679299354553223,-0.1419383734464645,8.271565121731329e-08
3.679299354553223,-0.1740083843469619,1.0140469441921597e-07
3.679299354553223,-0.1740083843469619,1.0140469441921597e-07
3.679299354553223,-0.1740083843469619,1.0140469441921597e-07
3.679299354553223,-0.1740083843469619,1.0140469441921597e-07
3.679299354553223,-0.2101713269948959,1.2247892300365493e-07
3.679299354553223,-0.2101713269948959,1.2247892300365493e-07
3.679299354553223,-0.2101713269948959,1.2247892300365493e-07
3.679299354553223,-0.2101713269948959,1.2247892300365493e-07
3.679299354553223,-0.2205374240875244,1.2851982944539486e-07
3.679299354553223,-0.2205374240875244,1.2851982944539486e-07
3.679299354553223,-0.2205374240875244,1.2851982944539486e-07
3.679299354553223,-0.2205374240875244,1.2851982944539486e-07
3.679299354553223,-0.188747152686119,1.09993813168785e-07
3.679299354553223,-0.188747152686119,1.09993813168785e-07
3.679299354553223,-0.188747152686119,1.09993813168785e-07
3.679299354553223,-0.188747152686119,1.09993813168785e-07
3.679299354553223,-0.3311543762683868,1.929826822788528e-07
3.679299354553223,-0.3311543762683868,1.929826822788528e-07
3.679299354553223,-0.3311543762683868,1.929826822788528e-07
3.679299354553223,-0.2414597123861313,1.407124585739439e-07
3.679299354553223,-0.2414597123861313,1.407124585739439e-07
3.679299354553223,-0.2414597123861313,1.407124585739439e-07
3.679299354553223,-0.2414597123861313,1.407124585739439e-07
3.679299354553223,-0.1874637603759765,1.0924591009597863e-07
3.679299354553223,-0.1874637603759765,1.0924591009597863e-07
3.679299354553223,-0.1874637603759765,1.0924591009597863e-07
3.679299354553223,-0.3376640677452087,1.967762699450759e-07
3.679299354553223,-0.3376640677452087,1.967762699450759e-07
3.679299354553223,-0.3376640677452087,1.967762699450759e-07
3.679299354553223,-0.3376640677452087,1.967762699450759e-07
3.679299354553223,-0.2083189338445663,1.2139942384692404e-07
3.679299354553223,-0.2083189338445663,1.2139942384692404e-07
3.679299354553223,-0.2083189338445663,1.2139942384692404e-07
3.679299354553223,-0.2083189338445663,1.2139942384692404e-07
3.679299354553223,-0.256570428609848,1.4951834259591126e-07
3.679299354553223,-0.256570428609848,1.4951834259591126e-07
3.679299354553223,-0.256570428609848,1.4951834259591126e-07
3.679299354553223,-0.256570428609848,1.4951834259591126e-07
3.679299354553223,-0.3103291988372803,1.8084666919548908e-07
3.679299354553223,-0.3103291988372803,1.8084666919548908e-07
3.679299354553223,-0.3103291988372803,1.8084666919548908e-07
3.679299354553223,-0.3103291988372803,1.8084666919548908e-07
3.679299354553223,-0.4119135439395904,2.400456935447437e-07
3.679299354553223,-0.4119135439395904,2.400456935447437e-07
3.679299354553223,-0.4119135439395904,2.400456935447437e-07
3.679299354553223,-0.4119135439395904,2.400456935447437e-07
3.679299354553223,-0.4826758801937103,2.812829791309923e-07
3.679299354553223,-0.4826758801937103,2.812829791309923e-07
3.679299354553223,-0.4826758801937103,2.812829791309923e-07
3.679299354553223,-0.4826758801937103,2.812829791309923e-07
3.679299354553223,-0.3881318271160126,2.2618672801399958e-07
3.679299354553223,-0.3881318271160126,2.2618672801399958e-07
3.679299354553223,-0.3881318271160126,2.2618672801399958e-07
3.679299354553223,-0.3881318271160126,2.2618672801399958e-07
3.679299354553223,-0.4932470023632049,2.874433846500324e-07
3.679299354553223,-0.4932470023632049,2.874433846500324e-07
3.679299354553223,-0.4932470023632049,2.874433846500324e-07
3.679299354553223,-0.4932470023632049,2.874433846500324e-07
3.679299354553223,-0.5946669578552246,3.4654664204936125e-07
3.679299354553223,-0.5946669578552246,3.4654664204936125e-07
3.679299354553223,-0.5946669578552246,3.4654664204936125e-07
3.679299354553223,-0.5946669578552246,3.4654664204936125e-07
3.679299354553223,-0.4246607422828674,2.4747424731685896e-07
3.679299354553223,-0.4246607422828674,2.4747424731685896e-07
3.679299354553223,-0.4246607422828674,2.4747424731685896e-07
3.679299354553223,-0.3893797993659973,2.269139827149047e-07
3.679299354553223,-0.3893797993659973,2.269139827149047e-07
3.679299354553223,-0.3893797993659973,2.269139827149047e-07
3.679299354553223,-0.2859151065349579,1.666191735694156e-07
3.679299354553223,-0.2859151065349579,1.666191735694156e-07
3.679299354553223,-0.2859151065349579,1.666191735694156e-07
3.679299354553223,-0.3238163292407989,1.887063945105183e-07
3.679299354553223,-0.3238163292407989,1.887063945105183e-07
3.679299354553223,-0.3238163292407989,1.887063945105183e-07
3.679299354553223,-0.4295139908790588,2.503024916222785e-07
3.679299354553223,-0.4295139908790588,2.503024916222785e-07
3.679299354553223,-0.4295139908790588,2.503024916222785e-07
3.679299354553223,-0.3211730718612671,1.8716600891366403e-07
3.679299354553223,-0.3211730718612671,1.8716600891366403e-07
3.679299354553223,-0.3211730718612671,1.8716600891366403e-07
